title,region,calories,fat,carbs,protein,summary
Sherla's Southern Greens,southern,342,24,13,20,"Sherla's Southern Greens might be just the <b>Southern</b> recipe you are searching for. For <b>$1.08 per serving</b>, this recipe <b>covers 28%</b> of your daily requirements of vitamins and minerals. This main course has <b>327 calories</b>, <b>20g of protein</b>, and <b>24g of fat</b> per serving. Head to the store and pick up collard greens, olive oil, dinosaur kale, and a few other things to make it today. This recipe is liked by 1837 foodies and cooks. It is a good option if you're following a <b>gluten free and dairy free</b> diet. From preparation to the plate, this recipe takes about <b>1 hour and 10 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 100%</b>. This score is excellent. Try <a href=""https://spoonacular.com/recipes/perfect-southern-greens-kale-beet-collard-greens-mustard-91755"">Perfect Southern Greens (Kale, Beet, Collard Greens, Mustard)</a>, <a href=""https://spoonacular.com/recipes/new-southern-greens-158806"">New Southern Greens</a>, and <a href=""https://spoonacular.com/recipes/southern-collard-greens-300602"">Southern Collard Greens</a> for similar recipes."
Shrimp and Grits,southern,507,12,51,57,"Shrimp and Grits might be just the main course you are searching for. This recipe serves 4 and costs $9.82 per serving. One serving contains <b>519 calories</b>, <b>57g of protein</b>, and <b>12g of fat</b>. 176 people have made this recipe and would make it again. Head to the store and pick up baby spinach, pepper, water, and a few other things to make it today. To use up the salt you could follow this main course with the <a href=""https://spoonacular.com/recipes/apple-turnovers-recipe-48175"">Apple Turnovers Recipe</a> as a dessert. This recipe is typical of Southern cuisine. From preparation to the plate, this recipe takes roughly <b>35 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 99%</b>. This score is outstanding. Try <a href=""https://spoonacular.com/recipes/shrimp-and-grits-5387"">Shrimp And Grits</a>, <a href=""https://spoonacular.com/recipes/shrimp-and-grits-6007"">Shrimp and Grits</a>, and <a href=""https://spoonacular.com/recipes/shrimp-and-grits-586186"">Shrimp and Grits</a> for similar recipes."
Pan-Seared Salmon with Summer Succotash,southern,548,37,16,40,"Pan-Seared Salmon with Summer Succotash might be just the <b>Southern</b> recipe you are searching for. This recipe makes 4 servings with <b>548 calories</b>, <b>40g of protein</b>, and <b>37g of fat</b> each. For <b>$5.52 per serving</b>, this recipe <b>covers 41%</b> of your daily requirements of vitamins and minerals. It is a good option if you're following a <b>gluten free and pescatarian</b> diet. 2063 people have made this recipe and would make it again. It works well as an expensive main course. It is perfect for <b>The Fourth Of July</b>. A mixture of baby kale, kosher salt, shallot, and a handful of other ingredients are all it takes to make this recipe so delicious. To use up the lemon juice you could follow this main course with the <a href=""https://spoonacular.com/recipes/lemon-shortbread-cookies-with-lemon-icing-a-tribute-to-aunt-roxanne-487814"">Lemon Shortbread Cookies with Lemon Icing {A Tribute to Aunt Roxanne}</a> as a dessert. All things considered, we decided this recipe <b>deserves a spoonacular score of 99%</b>. This score is excellent. Try <a href=""https://spoonacular.com/recipes/pan-seared-scallops-with-summer-succotash-582386"">Pan-seared Scallops with Summer Succotash</a>, <a href=""https://spoonacular.com/recipes/seared-salmon-fillets-with-edamame-succotash-37449"">Seared Salmon Fillets with Edamame Succotash</a>, and <a href=""https://spoonacular.com/recipes/pan-seared-eggplant-with-buttermilk-dressing-915459"">Pan-Seared Eggplant with Buttermilk Dressing</a> for similar recipes."
Chocolate Peanut Butter Oatmeal Smoothie,southern,334,17,36,19,"Chocolate Peanut Butter Oatmeal Smoothie might be just the <b>Southern</b> recipe you are searching for. This morn meal has <b>334 calories</b>, <b>19g of protein</b>, and <b>17g of fat</b> per serving. This recipe serves 1 and costs $1.62 per serving. Many people made this recipe, and 775 would say it hit the spot. From preparation to the plate, this recipe takes approximately <b>45 minutes</b>. It is a good option if you're following a <b>gluten free, dairy free, and fodmap friendly</b> diet. A mixture of truvia, cocoa powder, old fashioned rolled oats, and a handful of other ingredients are all it takes to make this recipe so scrumptious. All things considered, we decided this recipe <b>deserves a spoonacular score of 99%</b>. This score is super. Try <a href=""https://spoonacular.com/recipes/chocolate-peanut-butter-oatmeal-smoothie-eat-healthy-2016-709563"">Chocolate Peanut Butter Oatmeal Smoothie - Eat Healthy 2016</a>, <a href=""https://spoonacular.com/recipes/peanut-butter-oatmeal-apple-smoothie-556552"">Peanut Butter Oatmeal Apple Smoothie</a>, and <a href=""https://spoonacular.com/recipes/peanut-butter-banana-oatmeal-smoothie-482654"">Peanut Butter Bananan Oatmeal Smoothie</a> for similar recipes."
Almond-Crusted Trout with White Grits and Swiss Chard,southern,702,38,43,50,"Almond-Crusted Trout with White Grits and Swiss Chard might be just the <b>Southern</b> recipe you are searching for. One serving contains <b>699 calories</b>, <b>49g of protein</b>, and <b>38g of fat</b>. For <b>$5.2 per serving</b>, this recipe <b>covers 50%</b> of your daily requirements of vitamins and minerals. A mixture of skin-on almonds, trout fillets, grits, and a handful of other ingredients are all it takes to make this recipe so scrumptious. To use up the vegetable oil you could follow this main course with the <a href=""https://spoonacular.com/recipes/blueberry-coffee-cake-sundaysupper-511062"">Blueberry Coffee Cake #SundaySupper</a> as a dessert. Plenty of people really liked this main course. 448 people were impressed by this recipe. It is a good option if you're following a <b>gluten free, dairy free, and pescatarian</b> diet. All things considered, we decided this recipe <b>deserves a spoonacular score of 99%</b>. This score is great. Try <a href=""https://spoonacular.com/recipes/almond-crusted-trout-with-white-grits-and-swiss-chard-867499"">Almond-Crusted Trout with White Grits and Swiss Chard</a>, <a href=""https://spoonacular.com/recipes/potato-crusted-swiss-chard-quiche-521799"">Potato Crusted Swiss Chard Quiche</a>, and <a href=""https://spoonacular.com/recipes/panko-crusted-halibut-with-swiss-chard-747558"">Panko-Crusted Halibut with Swiss Chard</a> for similar recipes."
Almond-Crusted Trout with White Grits and Swiss Chard,southern,702,38,43,50,"The recipe Almond-Crusted Trout with White Grits and Swiss Chard could satisfy your Southern craving in roughly <b>30 minutes</b>. One serving contains <b>699 calories</b>, <b>49g of protein</b>, and <b>38g of fat</b>. This recipe serves 4 and costs $5.2 per serving. Several people really liked this main course. 345 people have made this recipe and would make it again. It is a good option if you're following a <b>gluten free, dairy free, and pescatarian</b> diet. If you have skin-on almonds, kosher salt, lemon wedges, and a few other ingredients on hand, you can make it. To use up the almonds you could follow this main course with the <a href=""https://spoonacular.com/recipes/fresh-cherry-clafouti-with-almonds-257216"">Fresh Cherry Clafouti with Almonds</a> as a dessert. All things considered, we decided this recipe <b>deserves a spoonacular score of 99%</b>. This score is amazing. Try <a href=""https://spoonacular.com/recipes/almond-crusted-trout-with-white-grits-and-swiss-chard-716577"">Almond-Crusted Trout with White Grits and Swiss Chard</a>, <a href=""https://spoonacular.com/recipes/panko-crusted-halibut-with-swiss-chard-747558"">Panko-Crusted Halibut with Swiss Chard</a>, and <a href=""https://spoonacular.com/recipes/potato-crusted-swiss-chard-quiche-521799"">Potato Crusted Swiss Chard Quiche</a> for similar recipes."
Southern Tenderloin Biscuits,southern,445,22,18,41,"Southern Tenderloin Biscuits might be just the main course you are searching for. One portion of this dish contains around <b>40g of protein</b>, <b>22g of fat</b>, and a total of <b>422 calories</b>. This recipe serves 12. For <b>$1.65 per serving</b>, this recipe <b>covers 26%</b> of your daily requirements of vitamins and minerals. 1167 people were impressed by this recipe. This recipe is typical of Southern cuisine. If you have salt, sharp cheddar cheese, pork tenderloin, and a few other ingredients on hand, you can make it. To use up the pepper you could follow this main course with the <a href=""https://spoonacular.com/recipes/easy-peppermint-dessert-178315"">Easy Peppermint Dessert</a> as a dessert. From preparation to the plate, this recipe takes about <b>15 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 95%</b>. This score is great. Try <a href=""https://spoonacular.com/recipes/southern-biscuits-344113"">Southern Biscuits</a>, <a href=""https://spoonacular.com/recipes/southern-ham-biscuits-476011"">Southern Ham Biscuits</a>, and <a href=""https://spoonacular.com/recipes/southern-biscuits-144126"">Southern Biscuits</a> for similar recipes."
Cilantro Pesto-Stuffed Pork Tenderloin With Summer Succotash,southern,834,48,34,70,"Cilantro Pesto-Stuffed Pork Tenderloin With Summer Succotash might be just the <b>Southern</b> recipe you are searching for. For <b>$4.89 per serving</b>, you get a main course that serves 4. One serving contains <b>819 calories</b>, <b>70g of protein</b>, and <b>48g of fat</b>. It can be enjoyed any time, but it is especially good for <b>The Fourth Of July</b>. This recipe from Serious Eats has 130 fans. If you have juice from 1 lime, lightly parsley leaves, pine nuts, and a few other ingredients on hand, you can make it. To use up the tomatoes you could follow this main course with the <a href=""https://spoonacular.com/recipes/pink-peony-popcorn-balls-129348"">Pink Peony Popcorn Balls</a> as a dessert. It is a good option if you're following a <b>gluten free</b> diet. All things considered, we decided this recipe <b>deserves a spoonacular score of 99%</b>. This score is tremendous. Try <a href=""https://spoonacular.com/recipes/stuffed-pork-tenderloin-with-cilantro-lime-pesto-144478"">Stuffed Pork Tenderloin With Cilantro Lime Pesto</a>, <a href=""https://spoonacular.com/recipes/pork-tenderloin-with-cilantro-lime-pesto-417609"">Pork Tenderloin with Cilantro-Lime Pesto</a>, and <a href=""https://spoonacular.com/recipes/spinach-pesto-and-feta-stuffed-pork-tenderloin-with-chunky-tomato-sauce-224283"">Spinach, Pesto, and Feta-Stuffed Pork Tenderloin with Chunky Tomato Sauce</a> for similar recipes."
Single-Serving Peanut Butter Banana Microwave Cake,southern,366,15,46,17,"Need a <b>gluten free, dairy free, and fodmap friendly dessert</b>? Single-Serving Peanut Butter Banana Microwave Cake could be a spectacular recipe to try. This recipe makes 1 servings with <b>388 calories</b>, <b>18g of protein</b>, and <b>15g of fat</b> each. For <b>$1.27 per serving</b>, this recipe <b>covers 24%</b> of your daily requirements of vitamins and minerals. From preparation to the plate, this recipe takes around <b>45 minutes</b>. 42 people have made this recipe and would make it again. If you have peanut flour, ground flaxseed, banana, and a few other ingredients on hand, you can make it. This recipe is typical of Southern cuisine. All things considered, we decided this recipe <b>deserves a spoonacular score of 98%</b>. This score is outstanding. Similar recipes include <a href=""https://spoonacular.com/recipes/healthy-single-serving-chocolate-peanut-butter-banana-microwave-cake-sugar-free-gluten-free-vegan-523105"">Healthy Single-Serving Chocolate Peanut Butter Banana Microwave Cake (sugar free, gluten free, vegan)</a>, <a href=""https://spoonacular.com/recipes/single-serving-chocolate-peanut-butter-microwave-cake-523177"">Single-Serving Chocolate Peanut Butter Microwave Cake</a>, and <a href=""https://spoonacular.com/recipes/single-serving-peanut-butter-microwave-cake-with-peanut-butter-frosting-522975"">Single-Serving Peanut Butter Microwave Cake with Peanut Butter Frosting</a>."
The Best Chicken Fried Steak,southern,1042,53,72,66,"The recipe The Best Chicken Fried Steak could satisfy your Southern craving in around <b>40 minutes</b>. One serving contains <b>1042 calories</b>, <b>66g of protein</b>, and <b>53g of fat</b>. This recipe serves 4 and costs $4.73 per serving. It works well as a rather pricey main course for <b>valentin day</b>. Plenty of people made this recipe, and 26557 would say it hit the spot. If you have baking powder, baking soda, buttermilk, and a few other ingredients on hand, you can make it. To use up the flour you could follow this main course with the <a href=""https://spoonacular.com/recipes/apple-tart-with-caramel-sauce-47961"">Apple Tart with Caramel Sauce</a> as a dessert. All things considered, we decided this recipe <b>deserves a spoonacular score of 99%</b>. This score is super. Try <a href=""https://spoonacular.com/recipes/chicken-fried-steak-507599"">Chicken Fried Steak</a>, <a href=""https://spoonacular.com/recipes/chicken-fried-steak-79191"">Chicken Fried Steak</a>, and <a href=""https://spoonacular.com/recipes/chicken-fried-steak-78749"">Chicken-fried Steak</a> for similar recipes."
Slow-Cooker Greek Stuffed Peppers,greek,335,7,52,16,"Slow-Cooker Greek Stuffed Peppers might be just the main course you are searching for. This vegetarian recipe serves 4 and costs <b>$1.78 per serving</b>. One serving contains <b>323 calories</b>, <b>16g of protein</b>, and <b>7g of fat</b>. This recipe is liked by 3754 foodies and cooks. Head to the store and pick up lemon wedges, couscous, coarse salt and pepper, and a few other things to make it today. To use up the coarse salt you could follow this main course with the <a href=""https://spoonacular.com/recipes/healthy-raw-chocolate-pudding-516858"">Healthy Raw Chocolate Pudding</a> as a dessert. This recipe is typical of Mediterranean cuisine. From preparation to the plate, this recipe takes about <b>4 hours and 15 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 100%</b>. This score is excellent. Try <a href=""https://spoonacular.com/recipes/slow-cooker-stuffed-peppers-271623"">Slow-Cooker Stuffed Peppers</a>, <a href=""https://spoonacular.com/recipes/slow-cooker-stuffed-peppers-677296"">Slow Cooker Stuffed Peppers</a>, and <a href=""https://spoonacular.com/recipes/slow-cooker-pizza-stuffed-peppers-163101"">Slow-Cooker Pizza-Stuffed Peppers</a> for similar recipes."
Greek Style Roast Leg of Lamb with Lemon Roasted Potatoes,greek,711,32,43,67,"You can never have too many main course recipes, so give Greek Style Roast Leg of Lamb with Lemon Roasted Potatoes a try. This gluten free, dairy free, and whole 30 recipe serves 4 and costs <b>$6.34 per serving</b>. One serving contains <b>711 calories</b>, <b>67g of protein</b>, and <b>32g of fat</b>. This recipe is typical of Mediterranean cuisine. Plenty of people made this recipe, and 2436 would say it hit the spot. If you have oregano, garlic, rosemary, and a few other ingredients on hand, you can make it. To use up the olive oil you could follow this main course with the <a href=""https://spoonacular.com/recipes/sauteed-banana-granola-and-yogurt-parfait-624619"">Sauteed Banana, Granolan and Yogurt Parfait</a> as a dessert. From preparation to the plate, this recipe takes around <b>3 hours and 15 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 99%</b>. This score is awesome. Try <a href=""https://spoonacular.com/recipes/greek-style-oven-roasted-lemon-butter-parmesan-potatoes-121675"">Greek-Style Oven-Roasted Lemon-Butter Parmesan Potatoes</a>, <a href=""https://spoonacular.com/recipes/greek-style-roast-lamb-98161"">Greek Style Roast Lamb</a>, and <a href=""https://spoonacular.com/recipes/greek-style-lamb-with-lemon-thyme-215694"">Greek-style lamb with lemon & thyme</a> for similar recipes."
Salmon Souvlaki Bowls,greek,674,36,52,36,"Salmon Souvlaki Bowls is a main course that serves 4. For <b>$6.14 per serving</b>, this recipe <b>covers 41%</b> of your daily requirements of vitamins and minerals. One portion of this dish contains approximately <b>36g of protein</b>, <b>36g of fat</b>, and a total of <b>674 calories</b>. It is brought to you by Half Baked Harvest. 986 people were impressed by this recipe. From preparation to the plate, this recipe takes roughly <b>30 minutes</b>. Head to the store and pick up olive oil, juice of lemon, salt, and a few other things to make it today. It is a good option if you're following a <b>pescatarian</b> diet. It is a <b>pricey</b> recipe for fans of Mediterranean food. All things considered, we decided this recipe <b>deserves a spoonacular score of 100%</b>. This score is excellent. Users who liked this recipe also liked <a href=""https://spoonacular.com/recipes/salmon-souvlaki-bowls-865195"">Salmon Souvlaki Bowls</a>, <a href=""https://spoonacular.com/recipes/greek-salmon-souvlaki-gyros-with-tzatziki-549736"">Greek Salmon Souvlaki Gyros with Tzatziki</a>, and <a href=""https://spoonacular.com/recipes/salmon-souvlaki-with-cauliflower-rice-and-tzatziki-+-5-eating-disorder-facts-861406"">Salmon Souvlaki with Cauliflower Rice and Tzatziki + 5 Eating Disorder Facts</a>."
Chickpea Croquettes with Greek Salad Topping,greek,356,16,40,16,"Chickpea Croquettes with Greek Salad Topping might be just the main course you are searching for. Watching your figure? This gluten free and vegetarian recipe has <b>356 calories</b>, <b>16g of protein</b>, and <b>16g of fat</b> per serving. For <b>$1.99 per serving</b>, this recipe <b>covers 27%</b> of your daily requirements of vitamins and minerals. From preparation to the plate, this recipe takes around <b>45 minutes</b>. 1267 people have tried and liked this recipe. This recipe is typical of Mediterranean cuisine. If you have chickpeas, parsley, salt, and a few other ingredients on hand, you can make it. To use up the olive oil you could follow this main course with the <a href=""https://spoonacular.com/recipes/sauteed-banana-granola-and-yogurt-parfait-624619"">Sauteed Banana, Granolan and Yogurt Parfait</a> as a dessert. All things considered, we decided this recipe <b>deserves a spoonacular score of 99%</b>. This score is super. Try <a href=""https://spoonacular.com/recipes/greek-chickpea-salad-578501"">Greek chickpea salad</a>, <a href=""https://spoonacular.com/recipes/greek-chickpea-quinoa-salad-616574"">Greek Chickpea & Quinoa Salad</a>, and <a href=""https://spoonacular.com/recipes/greek-rice-and-chickpea-salad-760059"">Greek Rice and Chickpea Salad</a> for similar recipes."
Grilled Beef Kabobs with Avocado Cucumber Tzatziki,greek,577,35,21,47,"Grilled Beef Kabobs with Avocado Cucumber Tzatziki might be just the main course you are searching for. Watching your figure? This gluten free and primal recipe has <b>577 calories</b>, <b>47g of protein</b>, and <b>35g of fat</b> per serving. For <b>$5.37 per serving</b>, this recipe <b>covers 38%</b> of your daily requirements of vitamins and minerals. A mixture of garlic clove, cherry tomatoes, salt & pepper, and a handful of other ingredients are all it takes to make this recipe so delicious. This recipe is typical of Mediterranean cuisine. It can be enjoyed any time, but it is especially good for <b>The Fourth Of July</b>. 177 people have made this recipe and would make it again. From preparation to the plate, this recipe takes roughly <b>25 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 99%</b>. This score is super. Try <a href=""https://spoonacular.com/recipes/grilled-chicken-shawarma-with-avocado-tzatziki-898307"">Grilled Chicken Shawarma with Avocado Tzatziki</a>, <a href=""https://spoonacular.com/recipes/spiced-beef-kabobs-with-cucumber-yogurt-sauce-771638"">Spiced Beef Kabobs with Cucumber-Yogurt Sauce</a>, and <a href=""https://spoonacular.com/recipes/grilled-beef-kabobs-607785"">Grilled Beef Kabobs</a> for similar recipes."
Salmon Souvlaki Bowls,greek,645,34,49,35,"Salmon Souvlaki Bowls might be just the main course you are searching for. This pescatarian recipe serves 4 and costs <b>$5.78 per serving</b>. One serving contains <b>645 calories</b>, <b>35g of protein</b>, and <b>34g of fat</b>. This recipe is typical of Mediterranean cuisine. 231 person have made this recipe and would make it again. Head to the store and pick up olive oil, recipe [tzatziki, salmon, and a few other things to make it today. To use up the salt you could follow this main course with the <a href=""https://spoonacular.com/recipes/apple-turnovers-recipe-48175"">Apple Turnovers Recipe</a> as a dessert. All things considered, we decided this recipe <b>deserves a spoonacular score of 99%</b>. This score is tremendous. Try <a href=""https://spoonacular.com/recipes/salmon-souvlaki-bowls-793797"">Salmon Souvlaki Bowls</a>, <a href=""https://spoonacular.com/recipes/greek-salmon-souvlaki-gyros-with-tzatziki-549736"">Greek Salmon Souvlaki Gyros with Tzatziki</a>, and <a href=""https://spoonacular.com/recipes/salmon-souvlaki-with-cauliflower-rice-and-tzatziki-+-5-eating-disorder-facts-861406"">Salmon Souvlaki with Cauliflower Rice and Tzatziki + 5 Eating Disorder Facts</a> for similar recipes."
Greek Pasta Bake,greek,385,9,41,34,"Greek Pasta Bake might be just the main course you are searching for. This recipe serves 8 and costs $2.89 per serving. One serving contains <b>383 calories</b>, <b>34g of protein</b>, and <b>9g of fat</b>. Head to the store and pick up basil, canned tomatoes, pepper, and a few other things to make it today. This recipe is liked by 3747 foodies and cooks. This recipe is typical of Mediterranean cuisine. All things considered, we decided this recipe <b>deserves a spoonacular score of 99%</b>. This score is tremendous. Similar recipes include <a href=""https://spoonacular.com/recipes/greek-pasta-bake-425647"">Greek Pasta Bake</a>, <a href=""https://spoonacular.com/recipes/greek-style-egg-bake-508409"">Greek-Style Egg Bake</a>, and <a href=""https://spoonacular.com/recipes/greek-zucchini-bake-28307"">Greek Zucchini Bake</a>."
Greek Salmon Souvlaki Gyros with Tzatziki,greek,714,30,65,46,"The recipe Greek Salmon Souvlaki Gyros with Tzatziki is ready <b>in about 40 minutes</b> and is definitely an amazing <b>pescatarian</b> option for lovers of Mediterranean food. This recipe makes 4 servings with <b>714 calories</b>, <b>46g of protein</b>, and <b>30g of fat</b> each. For <b>$6.51 per serving</b>, this recipe <b>covers 41%</b> of your daily requirements of vitamins and minerals. This recipe from Half Baked Harvest has 4253 fans. It works well as a pricey main course. A mixture of extra virgin olive oil, hothouse cucumber, greek yogurt, and a handful of other ingredients are all it takes to make this recipe so tasty. To use up the extra virgin olive oil you could follow this main course with the <a href=""https://spoonacular.com/recipes/peach-crisp-healthy-crisp-for-breakfast-487698"">Peach Crisp: Healthy Crisp for Breakfast</a> as a dessert. All things considered, we decided this recipe <b>deserves a spoonacular score of 99%</b>. This score is great. Similar recipes include <a href=""https://spoonacular.com/recipes/chicken-souvlaki-with-tzatziki-sauce-and-greek-salad-203702"">Chicken Souvlaki with Tzatziki Sauce and Greek Salad</a>, <a href=""https://spoonacular.com/recipes/salmon-souvlaki-with-cauliflower-rice-and-tzatziki-+-5-eating-disorder-facts-861406"">Salmon Souvlaki with Cauliflower Rice and Tzatziki + 5 Eating Disorder Facts</a>, and <a href=""https://spoonacular.com/recipes/greek-salmon-with-tzatziki-sauce-565361"">Greek Salmon with Tzatziki Sauce</a>."
Strawberry Banana Oatmeal Greek Yogurt Waffles (gluten free!),greek,579,19,81,26,"You can never have too many morn meal recipes, so give Strawberry Bananan Oatmeal Greek Yogurt Waffles (gluten free!) a try. This recipe serves 2 and costs $1.85 per serving. Watching your figure? This gluten free and vegetarian recipe has <b>579 calories</b>, <b>26g of protein</b>, and <b>19g of fat</b> per serving. This recipe is typical of Mediterranean cuisine. This recipe is liked by 1077 foodies and cooks. It can be enjoyed any time, but it is especially good for <b>Mother's Day</b>. If you have old-fashioned oats, baking powder, strawberries, and a few other ingredients on hand, you can make it. From preparation to the plate, this recipe takes about <b>15 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 98%</b>. This score is tremendous. Try <a href=""https://spoonacular.com/recipes/gluten-free-vegan-yogurt-waffles-842205"">Gluten Free Vegan Yogurt Waffles</a>, <a href=""https://spoonacular.com/recipes/vegan-gluten-free-oatmeal-waffles-500199"">Vegan Gluten Free Oatmeal Waffles</a>, and <a href=""https://spoonacular.com/recipes/almond-flour-yogurt-waffles-low-carb-and-gluten-free-767887"">Almond Flour Yogurt Waffles (Low Carb and Gluten Free)</a> for similar recipes."
Norwegian Potato Klub,nordic,450,9,76,16,"The recipe Norwegian Potato Klub is ready <b>in around 1 hour and 30 minutes</b> and is definitely a tremendous <b>dairy free</b> option for lovers of Scandinavian food. For <b>82 cents per serving</b>, this recipe <b>covers 28%</b> of your daily requirements of vitamins and minerals. One portion of this dish contains about <b>16g of protein</b>, <b>9g of fat</b>, and a total of <b>450 calories</b>. This recipe serves 6. If you have salt, baking powder, flour, and a few other ingredients on hand, you can make it. To use up the potatoes you could follow this main course with the <a href=""https://spoonacular.com/recipes/sweet-potatoes-scones-761388"">Sweet Potatoes Scones</a> as a dessert. It works well as a very reasonably priced main course. 221 person were impressed by this recipe. All things considered, we decided this recipe <b>deserves a spoonacular score of 95%</b>. This score is spectacular. Try <a href=""https://spoonacular.com/recipes/norwegian-coleslaw-378025"">Norwegian Coleslaw</a>, <a href=""https://spoonacular.com/recipes/eggs-norwegian-78683"">Eggs Norwegian</a>, and <a href=""https://spoonacular.com/recipes/norwegian-flatbreads-121027"">Norwegian Flatbreads</a> for similar recipes."
Swedish Meatballs,nordic,958,77,18,46,"Swedish Meatballs might be just the <b>Scandinavian</b> recipe you are searching for. One serving contains <b>959 calories</b>, <b>46g of protein</b>, and <b>77g of fat</b>. For <b>$3.07 per serving</b>, this recipe <b>covers 32%</b> of your daily requirements of vitamins and minerals. Plenty of people really liked this main course. 123228 people have tried and liked this recipe. If you have olive oil, ground nutmeg, cream, and a few other ingredients on hand, you can make it. To use up the sour cream you could follow this main course with the <a href=""https://spoonacular.com/recipes/sour-cream-apple-pie-70374"">Sour Cream Apple Pie</a> as a dessert. From preparation to the plate, this recipe takes roughly <b>40 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 94%</b>. This score is outstanding. Try <a href=""https://spoonacular.com/recipes/swedish-meatballs-ikea-meatballs-911363"">Swedish Meatballs (Ikea Meatballs)</a>, <a href=""https://spoonacular.com/recipes/jens-swedish-meatballs-648565"">Jen's Swedish Meatballs</a>, and <a href=""https://spoonacular.com/recipes/swedish-meatballs-838324"">Swedish Meatballs</a> for similar recipes."
Lighter Swedish Meatballs,nordic,513,14,46,51,"Lighter Swedish Meatballs might be just the <b>Scandinavian</b> recipe you are searching for. For <b>$3.14 per serving</b>, you get a main course that serves 3. One serving contains <b>507 calories</b>, <b>50g of protein</b>, and <b>14g of fat</b>. This recipe from The Comfort of Cooking has 3077 fans. If you have bread crumbs, garlic powder, egg, and a few other ingredients on hand, you can make it. To use up the dry bread crumbs you could follow this main course with the <a href=""https://spoonacular.com/recipes/gluten-free-dairy-free-coconut-tarts-562100"">Gluten Free Dairy Free Coconut Tarts</a> as a dessert. From preparation to the plate, this recipe takes approximately <b>45 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 93%</b>. This score is awesome. Similar recipes include <a href=""https://spoonacular.com/recipes/swedish-meatballs-ikea-meatballs-911363"">Swedish Meatballs (Ikea Meatballs)</a>, <a href=""https://spoonacular.com/recipes/swedish-meatballs-630947"">Swedish Meatballs</a>, and <a href=""https://spoonacular.com/recipes/swedish-ish-meatballs-471124"">Swedish-ish Meatballs</a>."
Mom's Swedish Meatballs,nordic,934,47,79,46,"Mom's Swedish Meatballs takes around <b>1 hour and 10 minutes</b> from beginning to end. This recipe serves 6 and costs $2.37 per serving. This main course has <b>928 calories</b>, <b>46g of protein</b>, and <b>47g of fat</b> per serving. 932 people have made this recipe and would make it again. Plenty of people really liked this Scandinavian dish. It is brought to you by Taste of Home. If you have seasoned bread crumbs, worcestershire sauce, parsley, and a few other ingredients on hand, you can make it. To use up the flour you could follow this main course with the <a href=""https://spoonacular.com/recipes/apple-tart-with-caramel-sauce-47961"">Apple Tart with Caramel Sauce</a> as a dessert. With a spoonacular <b>score of 75%</b>, this dish is solid. If you like this recipe, take a look at these similar recipes: <a href=""https://spoonacular.com/recipes/moms-swedish-meatballs-431655"">Mom’s Swedish Meatballs</a>, <a href=""https://spoonacular.com/recipes/swedish-meatballs-ikea-meatballs-911363"">Swedish Meatballs (Ikea Meatballs)</a>, and <a href=""https://spoonacular.com/recipes/swedish-meatballs-497719"">Swedish Meatballs</a>."
New Nordic HADDOCK on SHREDDED VEGETABLES with ALMOND GREMOLATA,nordic,308,9,19,39,"New Nordic HADDOCK on SHREDDED VEGETABLES with ALMOND GREMOLATA might be just the <b>Scandinavian</b> recipe you are searching for. This gluten free, primal, and pescatarian recipe serves 4 and costs <b>$5.85 per serving</b>. This main course has <b>308 calories</b>, <b>39g of protein</b>, and <b>9g of fat</b> per serving. 25 people have made this recipe and would make it again. A mixture of kosher salt, yogurt, salt, and a handful of other ingredients are all it takes to make this recipe so tasty. To use up the lemon juice you could follow this main course with the <a href=""https://spoonacular.com/recipes/lemon-shortbread-cookies-with-lemon-icing-a-tribute-to-aunt-roxanne-487814"">Lemon Shortbread Cookies with Lemon Icing {A Tribute to Aunt Roxanne}</a> as a dessert. From preparation to the plate, this recipe takes around <b>1 hour</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 92%</b>. This score is awesome. Try <a href=""https://spoonacular.com/recipes/haddock-with-fresh-summer-vegetables-86380"">Haddock With Fresh Summer Vegetables</a>, <a href=""https://spoonacular.com/recipes/roasted-vegetables-with-gremolata-379483"">Roasted Vegetables with Gremolata</a>, and <a href=""https://spoonacular.com/recipes/roasted-vegetables-with-pecan-gremolata-11034"">Roasted Vegetables With Pecan Gremolata</a> for similar recipes."
